comment,date,sentiment,Positivo,Negativo,Neutro
I will always enjoy this moment of great victory. God Bless Donald. J. Trump. May God assist him for the sake of human kind. Un fuerte abrazo a todos mis hermanos humanos. WWGIWGA!,2023-10-30T19:10:10Z,1,1,0,0
❤❤❤❤❤thank you sir Can't wait for the third time,2023-10-30T08:14:41Z,1,1,0,0
ຂາ້ພະເຈົາຊຶແປສຸກສະຫັວນ😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,2023-10-29T09:14:54Z,0,0,0,1
"If this happens again in 2024, then western civilization still has a chance to triumph. Otherwise we're looking at a slow and steady decline brought to us by globalist traitors of mainstream politics.",2023-10-28T15:25:59Z,-1,0,1,0
Rocket man wishes his people loved him half as much as trumps people loved him,2023-10-26T15:35:09Z,-1,0,1,0
But all kids of my family used to love my father luch more than me including my daughter,2023-10-25T20:51:33Z,0,0,0,1
So many broken promises. Such a sad and weak man.,2023-10-25T04:18:08Z,-1,0,1,0
"God, family and  USA.💜💜",2023-10-23T10:05:53Z,0,0,0,1
It's been 7 years since this took place. I still never get tired of watching it. I still remember 8 year old me seeing this after I came home from school the next day.,2023-10-22T03:29:30Z,-1,0,1,0
Jys ram g ki g 🕉️🕉️🕉️,2023-10-20T08:28:08Z,1,1,0,0
I must just really suicide as soon as!!,2023-10-16T19:48:57Z,-1,0,1,0
The Chinese are saying this is proof that democracy is a bad system but we the people know that this is why democracy is the only system.,2023-10-15T13:47:21Z,-1,0,1,0
And now he’s indicted on 4 charges and hated by half of the country. Lol.,2023-10-15T02:04:34Z,-1,0,1,0
One of the best nights of my life. America was still America on this night.,2023-10-12T03:49:29Z,1,1,0,0
دیگه  چیزی برام نمود,2023-10-11T14:59:56Z,0,0,0,1
یک ساک داشتم اونم دوزمد,2023-10-11T14:59:22Z,0,0,0,1
Love you President Trump and your family! God Bless,2023-10-11T05:05:12Z,1,1,0,0
2024trump presiden US😎,2023-10-10T13:39:14Z,0,0,0,1
Greatest moment in History!,2023-10-10T07:43:01Z,1,1,0,0
TRUMP 2024! From Romania.,2023-10-06T22:50:06Z,1,1,0,0
Greatest moment of the 2021st century,2023-10-06T15:17:47Z,1,1,0,0
The NEXT President of America. Donald Trump. ❤❤❤ Ladies and Gentleman:).,2023-10-06T01:26:32Z,1,1,0,0
"Let's Go Brandon!!💯💯🇺🇲👍. Let's Go & Vote Americans. 💯🇺🇲🇺🇲❤❤2024 🇺🇲🇺🇲 Hard working, blue collar, middle class, low class, higher up class.  🇺🇲💥💯❤. African Americans, Latinos, Hispanic.... everyone & everybody over the age of legal voting in America. !!!  "" We are the People, The American citizens.  👍🖐🇺🇲💯💯💯🇺🇲🇺🇲🇺🇲🇺🇲❤❤🇺🇲 TRUMP 2024 - 2028. Let's Go & vote by the thousands. 😊❤❤❤❤🇺🇲🇺🇲🇺🇲🇺🇲👍🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲💯",2023-10-04T01:19:18Z,1,1,0,0
I vote for that he's the US President forever n ever.,2023-10-03T05:09:13Z,1,1,0,0
"सरगम है खाबो के बहारो मे फिर खिलते है जीवन तजगी के किनारो मे 

फिर आये आलम को किरनो की तरह तो जीवन बना कुछ खुशी के पहरो मे

फिर आये जो नसीबो मे कालिया का उपहार तो इरादा मे खिलते सादगी जीवन के बहारो मे",2023-10-02T14:43:48Z,0,0,0,1
Trump 2024,2023-09-30T16:07:16Z,1,1,0,0
WE ARE NEVER SET UP FOR BETRAYQL OR LOSING COMPLETELY INSIDE AND OUT INSTANTLY AND FOREVER!!!!!!!!!,2023-09-30T13:55:31Z,-1,0,1,0
DONALD JOHN TRUMP FOREVER COMPLETELY INSIDE AND OUT INSTANTLY AND FOREVER!!!! AMERICAAAA !!! 🇺🇸 🇺🇲 🇺🇸 🇺🇲!!! A.M.A!!!,2023-09-30T13:16:34Z,-1,0,1,0
5:01 He looks like he's going to cry. That's probably what I would do.,2023-09-30T06:14:02Z,-1,0,1,0
"Very bad president until Joe Biden (Democrat) won the full election on Saturday, November 7, 2020 (then inaugurated on Wednesday, January 20, 2021) for good.",2023-09-27T21:18:31Z,-1,0,1,0
Awesome,2023-09-25T04:21:14Z,1,1,0,0
Need this again in 2024 to save our country.,2023-09-23T18:40:40Z,-1,0,1,0
Amazing 🎉,2023-09-23T06:44:56Z,1,1,0,0
If only he knew then what he knows now about those evil democrat and rinos and what they did to him from the beginning. The criminal cabal needs to end.,2023-09-22T20:18:54Z,-1,0,1,0
I wish they were back in charge,2023-09-21T15:44:32Z,-1,0,1,0
TtkHospital,2023-09-21T03:40:00Z,0,0,0,1
"Exemple
VenyanniTamillan
Dr.G.Rajendran.BaBl
TN.12L.2252indica
Up-to-date",2023-09-21T03:39:32Z,1,1,0,0
"Up-to-date
Mr.TrumpFanily
No.1
Exemple
Dr.G.Rajendran.BaBl
TN.18BF.4363
21.9.2023",2023-09-21T03:37:59Z,1,1,0,0
បើមិនបានរៀបចំអោយញុមធ្វើរដ្ឋមន្ត្រី នៅប្រទេស កម្ពុជា ទេចំាញុមអោយមើលប្រពន្ធ័វិទ្យាសាស្ត្រ ផ្កាយរណបពិតៗ តិចទៀតនឹងចូលអោយមើល ហើយនៅថ្ងៃ ព្រហស្បតិ៍ ទី 25 ខែ 10 ឆ្នាំ 2023នឹងទេបញ្ជប់ជីវិតមនុស្សគ្រប់គ្នា ទូទំាងពិភពលោក 🎉,2023-09-17T14:52:56Z,0,0,0,1
Trump 2024 come on win save the world from the beasts,2023-09-16T04:27:45Z,1,1,0,0
"it will happen again in 2024, trump will make America great again unlike joe",2023-09-16T02:19:38Z,-1,0,1,0
Unbelievable guy 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 love the music ❤ you can’t always get what you want,2023-09-13T19:40:12Z,-1,0,1,0
"Chuyển tiền từ tài khoản Mỹ về tại khoản ta tuong chien 
Chiến ta tu anh CtEDKdien ctBaoanh hồng dung tatuong Chiến ngay 
Tại khoản ta tuong chiến 1 triệu Dô ngay 
Khan truong 
Để mở rộng mất bằng kinh tế 
BIDV chị nhanh chúa tổng 
Là phù ngay",2023-09-13T04:36:36Z,1,1,0,0
These retards really thought they could run a country.,2023-09-12T09:15:57Z,-1,0,1,0
One of greatest moments in American history make it so again trump 24 camaaaan Usa Usa Usa Usa,2023-09-10T14:32:00Z,1,1,0,0
well he lost 2020.. and.. wont see 2024.. hahahahahah,2023-09-10T03:06:36Z,-1,0,1,0
"Rolling Stones playing ""No you can't always get what you want"", EPIC TROLL!!! 😂😂😂😂😂😂😂❤❤❤!!!",2023-09-10T00:43:52Z,-1,0,1,0
Amazing rack on the woman on the right by Pence,2023-09-09T01:55:44Z,1,1,0,0
NO ENCORTAR DE ESTA PROFUNDADO ESTUPIDO ACCION CUAL NOMBRE ES SOLO UNA LLAMAR DE MUCHOS REGRESAS,2023-09-08T07:36:58Z,1,1,0,0
This is a man that was straight up business and wanted to see everyone succeed. We need him back to dig us out of Biden's disaster. #Trump2024,2023-09-08T04:47:44Z,-1,0,1,0
Back when Pence stood for something,2023-09-07T23:01:52Z,-1,0,1,0
next year is about to be the craziest year ever,2023-09-07T22:24:44Z,-1,0,1,0
"Paychecks grew faster than inflation. Average weekly earnings for all workers were up 8.7% after inflation.
After-tax corporate profits went up, and the stock market set new records. The S&P 500 index rose 67.8%.

The  homeownership rate increased 2.1 percentage points to 65.8%. Carbon emissions from energy consumption dropped 11.5%.",2023-09-07T18:30:17Z,1,1,0,0
Trump For USA ❤,2023-09-06T12:16:13Z,1,1,0,0
I can't wait to see this again in 2024,2023-09-06T01:02:51Z,1,1,0,0
Focus on ur own so called ness....stop stealing people,2023-09-05T22:13:54Z,1,1,0,0
AMERICA IS JUST LIKE A GUTTER WITH BEAUTIFULL COVER ...A GOLDEN COVER😅😅,2023-09-05T22:13:08Z,1,1,0,0
"They plought things events dates just for being grate and to be called as sO called SUPER POWER😅

FORGETTING THE THING THAT THE SUPER POWER LIES ABOVE.................😊",2023-09-05T22:11:55Z,1,1,0,0
America is just afraid of other countries devolpment,2023-09-05T22:10:25Z,-1,0,1,0
U Americans.just stole people for your own country' s interest,2023-09-05T22:09:09Z,0,0,0,1
"I went to bed knowing the deep state had stolen the election,
Woke up the next morning and sent OMFG !!!!! to my son.",2023-09-03T21:28:21Z,-1,0,1,0
Best video ever,2023-09-02T00:02:56Z,1,1,0,0
My favorite criminal.,2023-09-01T08:05:10Z,1,1,0,0
"The man who fooled many Americans 
Special place for when you pass",2023-09-01T08:04:53Z,0,0,0,1
Trump lost,2023-09-01T06:55:23Z,-1,0,1,0
"""So this is how liberty dies, with thunderous applause.""",2023-08-31T14:08:53Z,-1,0,1,0
"Imagine, if you will? Trump could have gone out there and acted like a big A-hole!
Instead he was gracious towards Hillary,  was humbled and displayed a positive outlook.  Now imagine if the Democrats and the media had worked and cooperated with Trump?,  no telling what he could have acomplished.  Instead we got 3 years of the bogus Russian collusion BS!!!, and a lot of combativeness. I'm going to point people to this video and consider what might have been. ✌️",2023-08-31T00:15:06Z,1,1,0,0
"""Ours was not a campaign, but rather a campleasure"" - President Donald J Trump",2023-08-29T16:51:16Z,1,1,0,0
Trump is the only man that can save America and world. The world peace will not come without him. Gods bless TRUMP.,2023-08-29T15:05:55Z,1,1,0,0
Let's go back to this. Trump 2024,2023-08-29T01:48:50Z,1,1,0,0
The LEFT refused to let him unify. Fought him tooth and nail from the very beginning. With fake accusations and fairy tale Russia stories.,2023-08-29T01:14:33Z,-1,0,1,0
It’s going to happen again. His comeback story will be the GREATEST in History. His haters aren’t ready for what’s about to come.,2023-08-28T09:32:51Z,1,1,0,0
Who's ready for the long awaited sequel next November?,2023-08-27T22:25:04Z,0,0,0,1
See how powerful racism is in the US. They will continue to stand by a man found liable for sexual abuse and now 91 criminal indictments just because it's their only chance for a republican to win. Another shooting in FL 8/26/2023 by a white supremacist inspired by Trump and they love it. Literal soldiers dying or accepting jail time for whiteness.,2023-08-27T11:18:50Z,-1,0,1,0
wow 6 years past,2023-08-26T12:28:00Z,-1,0,1,0
I don't understand the hate for this guy. This guy really made America great during his presidency.,2023-08-26T07:24:37Z,-1,0,1,0
Bro this is like the same Obama acceptance speech lol,2023-08-26T03:38:01Z,1,1,0,0
"I love that as he walked down, he had music from Air Force One",2023-08-25T19:30:40Z,1,1,0,0
How times change,2023-08-25T01:50:36Z,1,1,0,0
Best presidentt ever,2023-08-23T20:28:34Z,1,1,0,0
Để cái phải lấy kinh tê Google vu tếu quá kém chất lượng that lu khôn,2023-08-22T04:39:33Z,-1,0,1,0
What a time to be alive man,2023-08-21T22:51:49Z,1,1,0,0
Trump looks like he's at his own funeral. That's a man who didn't actually want to win lol,2023-08-19T18:48:47Z,-1,0,1,0
"Everything sucks now and im not even much a trump fan anymore, but this was one of the greatest nights of my life.",2023-08-19T00:29:42Z,-1,0,1,0
The beginning of the last chapter,2023-08-17T23:17:47Z,-1,0,1,0
"The disaster of Obama after 8 years,gave rise and victory to President Trump in much the same way the disaster of Biden will reelect President Trump...😊",2023-08-16T17:58:46Z,-1,0,1,0
"Bolsonaro and the presidents who shaped the world 

This book tells the story of President Bolsonaro as a recognized and respected statesman and other presidents who had a significant impact on the world.
https://youtu.be/I5-rzMtNUlE",2023-08-16T14:43:39Z,1,1,0,0
https://youtu.be/I5-rzMtNUlE,2023-08-16T14:41:32Z,1,1,0,0
"I miss that day, a great victory for all Americans <3",2023-08-15T15:03:15Z,-1,0,1,0
Little did pence know the fate that awaited him,2023-08-14T19:24:33Z,1,1,0,0
"God, we need him back. Please help us as we all suffer another year. 😢",2023-08-14T13:31:37Z,-1,0,1,0
How are you?  6 Million year Next More funey plezier Day 2023+6 Million year studie explain. Explain Every thing More credit Akkoord,2023-08-11T18:45:47Z,0,0,0,1
Looking in de map Where Is Amerika,2023-08-11T18:28:00Z,1,1,0,0
Nice Day kaptan,2023-08-11T18:26:54Z,1,1,0,0
"Former President Trump is Running for President Because 

January 6 was not successful?

Hanging Vice President was not successful?

Stop Pretending 

Stop Hating America",2023-08-08T07:14:52Z,1,1,0,0
He made him & his family look so dumb. The votes were STILL BEING COUNTED! 👹👺💩🤡He claimed victory while the votes were still being counted and his sycophants clearly didn’t care about any of that..💩😡🙄,2023-08-08T03:20:16Z,-1,0,1,0
USA USA USA USA USA Tha ts The Spirit Trump You  keep on hangin in there Mr. Trump Im gonna get you back in the white house next year in 2024,2023-08-07T16:02:34Z,-1,0,1,0
"Special thanks my dear friend' Sachin for special gift for my life, my princess, komal dighole .",2023-08-07T09:34:45Z,1,1,0,0
"Respected president mr,naredra Modi is also my best friend.",2023-08-07T09:31:03Z,1,1,0,0
Control emotion legend.,2023-08-07T09:28:02Z,-1,0,1,0
"Mr. President is my best friend, i meet life time when i free. And expend time, live life",2023-08-07T09:24:00Z,1,1,0,0
"I is my passion,",2023-08-07T09:21:31Z,1,1,0,0
Congrats repescted president. We meet for coffee ☕ with me.,2023-08-07T09:20:26Z,1,1,0,0
"7 years my eyes world kno what i live special,life. I live death eyes life last 7 years and world and United States , and that's i done international victory.",2023-08-07T09:07:49Z,1,1,0,0
I like this design.,2023-08-07T09:01:23Z,1,1,0,0
"Little did we know, Mike Pence was a snake, ready to strike",2023-08-07T06:59:41Z,1,1,0,0
One of the best nights of my life. I remember staying up late watching it and wanting them to call it. When they finally did me and my mom celebrated and I jumped up and down. I didn't sleep that much because I was happy and full of Adrenaline. I remember the next day all the youtubers made videos of how evil and bad it is that Trump is president and I just laughed at them.,2023-08-07T00:20:42Z,1,1,0,0
"This Phoney ass.. remember a lie doesn't care who tells it,it just wants to be told...GOD don't like UGLY 😅",2023-08-05T14:17:21Z,-1,0,1,0
"BLESSINGS AMERICA
    THE TRUE ENEMY
                 Ephesians 6:12-18
THE TRUE ENEMY IS NOT PHYSICAL, IT IS SPIRITUAL,
WHAT HAPPENS IS THAT WE SEE THE NATURAL FISCO, EVEN WHEN WE KNOW THE SPIRITUAL; BUT FROM THE SAID TO THE DONE, A LONG WAY,

THERE IS A SPIRITUAL ENEMY WHO IS ALSO NATURAL WHO WANTS TO DESTROY THE UNITED STATES; AND IT IS OBVIOUS THAT IT IS HIDING BEHIND THE HUMAN NATURAL,

DO YOU KNOW WHY THEY HATE DONALD TRUMP?? BECAUSE IT ALWAYS SUPPORTS THE PEOPLE OF GOD AND IS AGAINST THOSE WHO OPPOSE THE PRINCIPLES OF THE WORD OF GOD, WE SHOULD PRAY FOR THE UNITED STATES; MORE THAN EVER, BECAUSE THERE ARE DARK FORCES BEHIND THE CURTAIN,
THAT WE DO NOT SEE IN THE PUBLIC LEADERSHIP; BECAUSE WITH RESPECT TO MY AMERICAN BROTHERS THE CURRENT PRESIDENT IS JUST A FIX AND HOW THEY HAVE MADE MOCK OF MY AMERICAN BROTHERS,

ALSO AS AN AMERICAN CITIZEN I REGRET; BECAUSE THE UNITED STATES IS A BLESSING FOR MY FAMILY AND MY NATION, BLESSINGS THE UNITED STATES BLESSINGS AMERICA VICTORY TRUMP, VICTORY AMERICA,

               Ephesians 6:12-18
[12]
Because we have NO fight against flesh and blood; BUT against principalities, AGAINST powers, against lords of the century, governors of this darkness, against spiritual malice in heaven.
THOSE HIDDEN SPIRITS,
[13]
Therefore, HIDDEN SIN;
take all the armor of GOD, so that you can resist on the bad day, and stand firm, finished all the work.
[14]
So stand firm, girded your loins of TRUTH, and clothed in the coat of justice.
[fifteen].
And shod the feet with the preparation of the Gospel of PEACE;
[16]
ABOVE ALL, taking the shield of FAITH, with which you can put out all the fiery darts of the evil one.
[17]
And take the helmet of health, and the SWORD of the SPIRIT; which IS the word of GOD;
[18].
for all PRAYER and irrigation praying at ALL times in the spirit, and watching over it with all request and supplication for all the saints,

BLESSINGS AMERICA; VICTORY TRUMP BLESS,
​",2023-08-02T01:17:12Z,1,1,0,0
"Like it or not, this man did what others said would be impossible….be inspired",2023-07-31T14:49:51Z,1,1,0,0
president Trump l like he a lot he represent larger than life strong tough Alpha man like John Wayne and Jim Brown. He also reminds me of a character  Jett Rink and the movie in Giant.❤️❤️🌹🌹👏👏😊😊,2023-07-31T14:23:21Z,1,1,0,0
"""Nobody ever went broke underestimating the taste of the American public,""  - H.L Mencken",2023-07-30T19:25:53Z,-1,0,1,0
"The 'forgotten men and women' line was from Charlotte Pence, BTW",2023-07-30T05:01:53Z,1,1,0,0
This video brings me to tears. We must fight to bring Trump back into power.,2023-07-27T11:27:03Z,-1,0,1,0
"Who would have known that Donald would only four years later during the 100% true January 6th insurrection he would battle the secret service to commandeer  the beast, the presidential limo to try and lead that horrifying charge on the capital. And yes I am being sarcastic. He is the greatest man alive in Washington DC which isn’t saying much but he is a man who stands for all mankind.",2023-07-26T21:36:03Z,0,0,0,1
